X,Y,STAID,STANAME,CLASS,AGGECOREGI,DRAIN_SQKM,HUC02,LAT_GAGE,LNG_GAGE,STATE,HCDN_2009,ACTIVE09,FLYRS1900,FLYRS1950,FLYRS1990
426570.443460362264886,2408787.140513743273914,05381000,"BLACK RIVER AT NEILLSVILLE, WI",Non-ref,CntlPlains,1936.565000,07,44.559684,-90.615139,WI,,yes,98.000000,59.000000,19.000000
409865.839191645092797,2378164.100298880599439,053813595,"BLACK RIVER DS ST HWY 54 AT BLACK RIVER FALLS, WI",Non-ref,CntlPlains,4105.865000,07,44.293572,-90.846531,WI,,yes,1.000000,1.000000,1.000000
376124.450094920932315,2350364.655198978260159,05382000,"BLACK RIVER NEAR GALESVILLE, WI",Non-ref,CntlPlains,5376.456000,07,44.060239,-91.287370,WI,,yes,77.000000,60.000000,20.000000
426773.241624383837916,2345633.712932896800339,05382255,"STILLWELL CREEK AT 16TH COURT NEAR TOMAH, WI",Non-ref,CntlPlains,9.613800,07,43.993854,-90.657356,WI,,yes,1.000000,1.000000,1.000000
424824.991103178006597,2346268.859248209744692,05382257,"STILLWELL CREEK AT YARD ROAD NEAR TOMAH, WI",Non-ref,CntlPlains,12.478500,07,44.000520,-90.681250,WI,,yes,1.000000,1.000000,1.000000
421369.454110926482826,2346045.112158903852105,05382267,"LA CROSSE RIVER @ CNTY TRUNK HIGHWY BB NR TOMAH,WI",Non-ref,CntlPlains,167.877900,07,44.000243,-90.724579,WI,,yes,1.000000,1.000000,1.000000
414880.392693975241855,2338676.202570862136781,05382325,"LA CROSSE RIVER AT SPARTA, WI",Non-ref,CntlPlains,434.532600,07,43.937470,-90.810690,WI,,yes,14.000000,14.000000,14.000000
390525.035105913702864,2333350.668817149475217,05383000,"LA CROSSE RIVER NEAR WEST SALEM, WI",Non-ref,CntlPlains,1026.583000,07,43.901354,-91.118192,WI,,,56.000000,21.000000,0.000000
383381.690248887171037,2328457.414663375355303,05383075,"LA CROSSE RIVER NEAR LA CROSSE, WI",Non-ref,CntlPlains,1214.290000,07,43.860799,-91.210416,WI,,yes,10.000000,10.000000,10.000000
318162.315527592902072,2316949.911771515384316,05383950,"ROOT RIVER NEAR PILOT MOUND, MN",Ref,CntlPlains,1465.655000,07,43.784686,-92.030157,MN,,yes,4.000000,4.000000,4.000000
322445.052206972846761,2313190.822730118408799,05384000,"ROOT RIVER NEAR LANESBORO, MN",Ref,CntlPlains,1594.485000,07,43.749408,-91.978766,MN,,,54.000000,40.000000,1.000000
338123.495110453164671,2323238.734075804241002,05384500,"RUSH CREEK NEAR RUSHFORD, MN",Ref,CntlPlains,342.132300,07,43.833297,-91.777927,MN,,,37.000000,30.000000,0.000000
355110.719073805375956,2316785.003234176896513,05385000,"ROOT RIVER NEAR HOUSTON, MN",Non-ref,CntlPlains,3236.043000,07,43.768577,-91.569865,MN,,yes,75.000000,48.000000,14.000000
355734.162598052353133,2313463.460593468509614,05385500,"SOUTH FORK ROOT RIVER NEAR HOUSTON, MN",Ref,CntlPlains,711.802800,07,43.738578,-91.564032,MN,,yes,30.000000,30.000000,0.000000
330482.499167451984249,2275275.896550253033638,05387440,"Upper Iowa River at Bluffton, IA",Ref,CntlPlains,950.025600,07,43.406913,-91.899046,IA,,yes,7.000000,7.000000,7.000000
339321.880031875043642,2264260.872791352681816,05387500,"Upper Iowa River at Decorah, IA",Ref,CntlPlains,1269.237000,07,43.304889,-91.795543,IA,,yes,39.000000,39.000000,7.000000
361837.888684791512787,2278277.937613523565233,05388250,"Upper Iowa River near Dorchester, IA",Non-ref,CntlPlains,2010.254000,07,43.421084,-91.508752,IA,,yes,35.000000,34.000000,20.000000
379324.541559614241123,2255556.494981148280203,05388500,"Paint Creek at Waterville, IA",Non-ref,CntlPlains,107.860500,07,43.210257,-91.305967,IA,,,21.000000,21.000000,0.000000
383168.586075469909701,2244752.091373157687485,05389000,"Yellow River near Ion, IA",Ref,CntlPlains,566.619300,07,43.111927,-91.265132,IA,,yes,22.000000,7.000000,5.000000
388308.30237628769828,2237057.180490692146122,05389400,"Bloody Run Creek near Marquette, IA",Ref,CntlPlains,88.874100,07,43.040817,-91.206519,IA,,yes,18.000000,18.000000,18.000000
501059.03295015078038,2555047.473539718426764,05391000,"WISCONSIN RIVER @ RAINBOW LAKE NR LAKE TOMAHAWK,WI",Non-ref,MxWdShld,1947.559000,07,45.830509,-89.552364,WI,,yes,73.000000,60.000000,20.000000
488165.891542684927117,2521712.994835672900081,05393000,"TOMAHAWK RIVER AT BRADLEY, WI",Non-ref,MxWdShld,1440.683000,07,45.538856,-89.745973,WI,,,43.000000,24.000000,0.000000
470608.644298931467347,2510584.529374863952398,05393500,"SPIRIT RIVER AT SPIRIT FALLS, WI",Ref,MxWdShld,220.435200,07,45.449132,-89.979311,WI,yes,yes,67.000000,60.000000,20.000000
497907.63725778053049,2488593.982323785312474,05394500,"PRAIRIE RIVER NEAR MERRILL, WI",Non-ref,MxWdShld,483.197400,07,45.235799,-89.649848,WI,,yes,87.000000,60.000000,20.000000
495831.469161336077377,2482045.946419085375965,05395000,"WISCONSIN RIVER AT MERRILL, WI",Non-ref,MxWdShld,7140.467000,07,45.178300,-89.681792,WI,,yes,97.000000,59.000000,19.000000
507962.903007446730044,2453933.354031992144883,05397500,"EAU CLAIRE RIVER AT KELLY, WI",Non-ref,CntlPlains,964.970100,07,44.918889,-89.551944,WI,,yes,82.000000,60.000000,20.000000
501688.557402281090617,2449818.632424142211676,05398000,"WISCONSIN RIVER AT ROTHSCHILD, WI",Non-ref,MxWdShld,10421.350000,07,44.885802,-89.634844,WI,,yes,65.000000,60.000000,20.000000
467125.612968515604734,2440454.387626399286091,05399500,"BIG EAU PLEINE RIVER AT STRATFORD, WI",Ref,CntlPlains,576.303300,07,44.821910,-90.079575,WI,yes,yes,83.000000,60.000000,20.000000
513138.891512482019607,2404614.635772375389934,05400650,"LITTLE PLOVER RIVER AT PLOVER, WI",Ref,CntlPlains,20.408400,07,44.473858,-89.529007,WI,,,28.000000,28.000000,0.000000
490241.810245541739278,2394248.33523961622268,05400760,"WISCONSIN RIVER AT WISCONSIN RAPIDS, WI",Non-ref,MxWdShld,14080.470000,07,44.394687,-89.825402,WI,,yes,87.000000,52.000000,20.000000
467354.913460390642285,2382466.072515937499702,05402000,"YELLOW RIVER AT BABCOCK, WI",Non-ref,CntlPlains,580.067100,07,44.302185,-90.122076,WI,,yes,64.000000,59.000000,19.000000
467137.283125490474049,2335256.433812096714973,05403500,"LEMONWEIR RIVER AT NEW LISBON, WI",Non-ref,CntlPlains,1284.327000,07,43.879691,-90.161240,WI,,,43.000000,38.000000,0.000000
501462.748171429208014,2306729.686999281868339,05404000,"WISCONSIN RIVER NEAR WISCONSIN DELLS, WI",Non-ref,CntlPlains,20976.560000,07,43.604980,-89.756791,WI,,yes,75.000000,60.000000,20.000000
454683.363687951001339,2309136.617225516587496,05404116,"SOUTH BRANCH BARABOO RIVER AT HILLSBORO, WI",Non-ref,CntlPlains,101.009700,07,43.652751,-90.335962,WI,,yes,21.000000,21.000000,20.000000
512040.20947062887717,2293638.912873070687056,05405000,"BARABOO RIVER NEAR BARABOO, WI",Non-ref,CntlPlains,1577.939000,07,43.481667,-89.636389,WI,,yes,74.000000,60.000000,20.000000
506887.663425057835411,2254409.173397378064692,05406500,"BLACK EARTH CREEK AT BLACK EARTH, WI",Non-ref,CntlPlains,115.857900,07,43.134160,-89.732345,WI,,yes,55.000000,55.000000,20.000000
449030.210130679770373,2257953.392922515980899,05407000,"WISCONSIN RIVER AT MUSCODA, WI",Non-ref,CntlPlains,27400.940000,07,43.198042,-90.443459,WI,,yes,96.000000,60.000000,20.000000
434065.346634325513151,2315633.205135374329984,05407470,"KICKAPOO RIVER AT STATE HIGHWAY 33 AT ONTARIO, WI",Ref,CntlPlains,303.779700,07,43.721637,-90.587631,WI,,yes,8.000000,8.000000,8.000000
430541.912780721788295,2298947.778501766733825,05408000,"KICKAPOO RIVER AT LA FARGE, WI",Ref,CntlPlains,689.333400,07,43.574140,-90.643186,WI,yes,yes,71.000000,60.000000,20.000000
415619.794346537848469,2254361.472530829720199,05410490,"KICKAPOO RIVER AT STEUBEN, WI",Non-ref,CntlPlains,1779.488000,07,43.182760,-90.858460,WI,,yes,76.000000,60.000000,20.000000
327316.983704995538574,2252788.753230082802474,05411600,"Turkey River at Spillville, IA",Non-ref,CntlPlains,458.137800,07,43.206916,-91.950163,IA,,,31.000000,31.000000,2.000000
339462.915748450323008,2236241.787892278283834,05411850,"Turkey River near Eldorado, IA",Ref,CntlPlains,1664.225000,07,43.054188,-91.809098,IA,,yes,9.000000,9.000000,9.000000
373610.412202095496468,2214257.321031659841537,05412020,"Turkey River above French Hollow Cr at Elkader, IA",Non-ref,CntlPlains,2355.580000,07,42.843485,-91.401277,IA,,yes,8.000000,8.000000,8.000000
376716.330889771226794,2204383.016666782088578,05412400,"Volga River at Littleport, IA",Ref,CntlPlains,942.590700,07,42.753875,-91.369025,IA,,yes,10.000000,10.000000,10.000000
385509.041750063712243,2203263.044823348522186,05412500,"Turkey River at Garber, IA",Ref,CntlPlains,3858.214000,07,42.739988,-91.261799,IA,yes,yes,89.000000,60.000000,20.000000
421598.053803670976777,2202941.598960233852267,05413500,"GRANT RIVER AT BURTON, WI",Ref,CntlPlains,695.325600,07,42.720271,-90.819294,WI,yes,yes,75.000000,60.000000,20.000000
436072.28614521631971,2204957.630830599926412,05414000,"PLATTE RIVER NEAR ROCKVILLE, WI",Ref,CntlPlains,370.790100,07,42.731104,-90.640405,WI,yes,yes,75.000000,60.000000,20.000000
428557.876060906564817,2184823.801348220556974,05414500,"Little Maquoketa River near Durango, IA",Ref,CntlPlains,336.924000,07,42.555000,-90.746238,IA,,,47.000000,32.000000,0.000000
450236.520829526009038,2177531.647295083850622,05414820,"SINSINAWA RIVER NEAR MENOMINEE, IL",Non-ref,CntlPlains,104.429700,07,42.478893,-90.486239,IL,,yes,42.000000,42.000000,20.000000
458843.012591944017913,2181924.676137078553438,05415000,"GALENA RIVER AT BUNCOMBE, WI",Ref,CntlPlains,322.724700,07,42.513614,-90.377905,WI,,,53.000000,43.000000,3.000000
371757.860731753287837,2172374.931888457387686,05416900,"Maquoketa River at Manchester, IA",Non-ref,CntlPlains,722.705400,07,42.469988,-91.448715,IA,,yes,8.000000,8.000000,8.000000
373166.488668495032471,2170888.111755693331361,05417000,"Maquoketa River near Manchester, IA",Non-ref,CntlPlains,796.331700,07,42.456100,-91.432370,IA,,,40.000000,24.000000,0.000000
432445.457253173866775,2141298.879993197508156,05418400,"North Fork Maquoketa River near Fulton, IA",Non-ref,CntlPlains,1302.337000,07,42.164405,-90.728246,IA,,yes,11.000000,11.000000,11.000000
440769.190156792232301,2132685.75742332264781,05418500,"Maquoketa River near Maquoketa, IA",Non-ref,CntlPlains,4019.218000,07,42.083353,-90.632912,IA,,yes,96.000000,60.000000,20.000000
468090.250495087937452,2153262.873105204664171,05419000,"APPLE RIVER NEAR HANOVER, IL",Non-ref,CntlPlains,638.662500,07,42.252794,-90.285962,IL,,yes,75.000000,60.000000,20.000000
484858.836071935831569,2138756.646689940243959,05420000,"PLUM RIVER BL CARROLL CREEK NR SAVANNA, IL",Non-ref,CntlPlains,595.947600,07,42.114167,-90.092778,IL,,,37.000000,28.000000,0.000000
280084.280159974412527,2254796.990260943770409,05420560,"Wapsipinicon River near Elma, IA",Ref,CntlPlains,249.842700,07,43.241609,-92.533097,IA,,,34.000000,34.000000,3.000000
304129.695937588170636,2210379.128890352323651,05420680,"Wapsipinicon River near Tripoli, IA",Ref,CntlPlains,896.997900,07,42.836091,-92.257400,IA,,yes,9.000000,9.000000,9.000000
335345.126395056897309,2170000.329526928253472,05421000,"Wapsipinicon River at Independence, IA",Non-ref,CntlPlains,2725.647000,07,42.463598,-91.895172,IA,,yes,76.000000,60.000000,20.000000
388709.768682810303289,2129915.233976201154292,05421740,"Wapsipinicon River near Anamosa, IA",Non-ref,CntlPlains,4094.893000,07,42.083339,-91.267382,IA,,yes,7.000000,7.000000,7.000000
450847.292091553041246,2097809.253633487038314,05422000,"Wapsipinicon River near De Witt, IA",Non-ref,CntlPlains,6049.042000,07,41.766974,-90.534859,IA,,yes,75.000000,60.000000,20.000000
458825.348480454704259,2074078.929011169821024,05422470,"Crow Creek at Bettendorf, IA",Non-ref,CntlPlains,46.588500,07,41.551144,-90.455132,IA,,yes,31.000000,31.000000,19.000000
439571.532563367974944,2073600.328759817406535,05422560,"Duck Creek at 110th Avenue at Davenport, IA",Non-ref,CntlPlains,39.972600,07,41.556697,-90.687641,IA,,yes,15.000000,15.000000,15.000000
453163.287536297109909,2073189.66995869204402,05422600,"Duck Creek at DC Golf Course at Davenport, IA",Non-ref,CntlPlains,148.092300,07,41.546144,-90.524024,IA,,yes,15.000000,15.000000,15.000000
589423.004090087022632,2320085.22171676158905,05423000,"WEST BRANCH ROCK RIVER NEAR WAUPUN, WI",Ref,CntlPlains,112.555800,07,43.668044,-88.652885,WI,,,24.000000,24.000000,0.000000
597548.563783724675886,2305203.085086935199797,05424000,"EAST BRANCH ROCK RIVER NEAR MAYVILLE, WI",Non-ref,CntlPlains,475.140600,07,43.529438,-88.566492,WI,,,23.000000,23.000000,2.000000
592951.152188060921617,2295980.697957546450198,05424057,"ROCK RIVER AT HORICON, WI",Non-ref,CntlPlains,1142.880000,07,43.450270,-88.632330,WI,,yes,4.000000,4.000000,4.000000
587648.88668983685784,2266207.169777665287256,05425500,"ROCK RIVER AT WATERTOWN, WI",Non-ref,CntlPlains,2098.532000,07,43.188055,-88.726214,WI,,yes,72.000000,54.000000,20.000000
575908.671556361368857,2294022.827815699391067,05425912,"BEAVERDAM RIVER AT BEAVER DAM, WI",Non-ref,CntlPlains,444.758400,07,43.444436,-88.845107,WI,,yes,24.000000,24.000000,20.000000
578442.780306710046716,2255644.370009557344019,05426000,"CRAWFISH RIVER AT MILFORD, WI",Non-ref,CntlPlains,2032.097000,07,43.100000,-88.849550,WI,,yes,78.000000,60.000000,20.000000
616764.064779437496327,2257260.796107050031424,05426067,"BARK RIVER AT NAGAWICKA ROAD AT DELAFIELD, WI",Non-ref,CntlPlains,92.199600,07,43.087786,-88.376207,WI,,yes,6.000000,6.000000,6.000000
594088.575282104779035,2241186.282952342182398,05426250,"BARK RIVER NEAR ROME, WI",Non-ref,CntlPlains,306.800100,07,42.960285,-88.670658,WI,,yes,28.000000,28.000000,20.000000
580430.767965065315366,2236470.560946209356189,05427085,"ROCK RIVER AT ROBERT STREET AT FORT ATKINSON, WI",Non-ref,CntlPlains,5857.162000,07,42.927506,-88.842885,WI,,yes,11.000000,11.000000,11.000000
561418.034742131712846,2221242.621047047898173,05427570,"ROCK RIVER AT INDIANFORD, WI",Non-ref,CntlPlains,6179.484000,07,42.804173,-89.090113,WI,,yes,34.000000,34.000000,20.000000
536965.710019365418702,2264820.345388200134039,05427718,"YAHARA RIVER AT WINDSOR, WI",Non-ref,CntlPlains,191.476800,07,43.208881,-89.352617,WI,,yes,24.000000,24.000000,20.000000
533427.974520019371994,2258074.527487057261169,05427850,"YAHARA RIVER AT STATE HIGHWAY 113 AT MADISON, WI",Non-ref,CntlPlains,294.795000,07,43.150830,-89.402060,WI,,yes,4.000000,4.000000,4.000000
524932.591557139181532,2252170.706173884682357,05427948,"PHEASANT BRANCH AT MIDDLETON, WI",Non-ref,CntlPlains,46.929600,07,43.103328,-89.511788,WI,,yes,35.000000,35.000000,20.000000
542368.641027696197852,2242807.456034577451646,05429500,"YAHARA RIVER AT MC FARLAND, WI",Non-ref,CntlPlains,844.063200,07,43.008887,-89.305118,WI,,yes,79.000000,60.000000,20.000000
552533.170579576166347,2223867.868171849288046,05430150,"BADFISH CREEK NEAR COOKSVILLE, WI",Non-ref,CntlPlains,224.569800,07,42.833338,-89.196782,WI,,yes,32.000000,32.000000,20.000000
554593.315349280368537,2223237.955118127167225,05430175,"YAHARA RIVER NEAR FULTON, WI",Non-ref,CntlPlains,1259.441000,07,42.826394,-89.172059,WI,,yes,32.000000,32.000000,20.000000
564582.785607986385003,2199623.08093249052763,05430500,"ROCK RIVER AT AFTON, WI",Non-ref,CntlPlains,7923.770000,07,42.609179,-89.070667,WI,,yes,95.000000,60.000000,20.000000
606480.781500246375799,2207469.555976632982492,054310157,"JACKSON CREEK TRIBUTARY NEAR ELKHORN, WI",Non-ref,CntlPlains,11.140200,07,42.650849,-88.550934,WI,,yes,26.000000,26.000000,20.000000
605755.654372094897553,2206291.563776539638638,05431016,"JACKSON CREEK AT MOUND ROAD NEAR ELKHORN, WI",Non-ref,CntlPlains,43.166700,07,42.640849,-88.560934,WI,,yes,16.000000,16.000000,16.000000
604166.791404846240766,2203955.954645502381027,05431017,"DELAVAN LAKE INLET AT ST HWY 50 AT LAKE LAWN, WI",Non-ref,CntlPlains,54.822600,07,42.621127,-88.582601,WI,,yes,24.000000,24.000000,18.000000
600789.890325680724345,2202976.299579775892198,05431022,"DELAVAN LAKE OUTLET AT BORG RD NEAR DELAVAN, WI",Non-ref,CntlPlains,106.769700,07,42.614737,-88.624824,WI,,yes,26.000000,26.000000,20.000000
597933.326318797888234,2205245.887498056516051,05431032,"TURTLE CREEK AT DELAVAN, WI",Non-ref,CntlPlains,216.070200,07,42.636959,-88.657603,WI,,yes,13.000000,13.000000,13.000000
584314.791736102080904,2199751.04462059866637,05431486,"TURTLE CREEK AT CARVERS ROCK ROAD NEAR CLINTON, WI",Non-ref,CntlPlains,491.142600,07,42.597236,-88.829273,WI,,yes,70.000000,60.000000,20.000000
478833.539479441533331,2201519.51441097818315,05432500,"PECATONICA RIVER AT DARLINGTON, WI",Non-ref,CntlPlains,705.622500,07,42.677779,-90.118737,WI,,yes,70.000000,60.000000,20.000000
493015.006818272522651,2231834.4926339071244,05432695,"RIDGEWAY BRANCH NEAR HOLLANDALE, WI",Ref,CntlPlains,49.242600,07,42.940554,-89.921235,WI,,yes,3.000000,3.000000,3.000000
503370.973647325125057,2225133.711687155067921,05432927,"PLEASANT VALLEY CREEK @ CTH H NR BLANCHARDVILLE,WI",Ref,CntlPlains,49.686300,07,42.874720,-89.799290,WI,,yes,3.000000,3.000000,3.000000
498992.460688034887426,2214865.083773367106915,05433000,"EAST BR PECATONICA RIVER NEAR BLANCHARDVILLE, WI",Non-ref,CntlPlains,571.765500,07,42.785558,-89.861235,WI,,yes,69.000000,59.000000,20.000000
505847.736665017204359,2184447.95088148675859,05434500,"PECATONICA RIVER AT MARTINTOWN, WI",Non-ref,CntlPlains,2677.406000,07,42.510009,-89.801510,WI,,yes,70.000000,60.000000,20.000000
503513.269615171477199,2179441.358717722818255,05435000,"CEDAR CREEK NEAR WINSLOW, IL",Ref,CntlPlains,3.545100,07,42.466677,-89.834010,IL,,,20.000000,20.000000,0.000000
522228.570062470680568,2162315.345671749673784,05435500,"PECATONICA RIVER AT FREEPORT, IL",Non-ref,CntlPlains,3435.407000,07,42.302797,-89.619561,IL,,yes,95.000000,60.000000,20.000000
526786.733835515216924,2240572.913181398063898,05435935,"BADGER MILL CREEK @ HIGHWAYS 18 & 151 @ MADISON,WI",Non-ref,CntlPlains,27.621900,07,42.998609,-89.498733,WI,,yes,4.000000,4.000000,4.000000
523647.630985831725411,2237932.499551309272647,05435943,"BADGER MILL CREEK AT VERONA, WI",Non-ref,CntlPlains,52.065000,07,42.976943,-89.539566,WI,,yes,13.000000,13.000000,13.000000
537923.181262424681336,2198001.76860517822206,05436500,"SUGAR RIVER NEAR BRODHEAD, WI",Non-ref,CntlPlains,1351.822000,07,42.611676,-89.398173,WI,,yes,95.000000,60.000000,20.000000
557469.398410651832819,2179927.749201922677457,05437050,"PECATONICA RIVER NR SHIRLAND, ILL",Non-ref,CntlPlains,6625.879000,07,42.438056,-89.175000,IL,,yes,26.000000,16.000000,7.000000
565958.378999804495834,2181728.113179028965533,05437500,"ROCK RIVER AT ROCKTON, IL",Non-ref,CntlPlains,15744.750000,07,42.448627,-89.069832,IL,,yes,77.000000,60.000000,20.000000
603181.544708790141158,2154689.512793644331396,05438250,"COON CREEK AT RILEY, IL",Non-ref,CntlPlains,220.605300,07,42.182500,-88.641389,IL,,,21.000000,21.000000,0.000000
598656.551893264288083,2192377.826464287005365,05438283,"PISCASAW CREEK NEAR WALWORTH, WI",Non-ref,CntlPlains,25.715700,07,42.521683,-88.660936,WI,,yes,17.000000,17.000000,17.000000
584420.274222517036833,2161514.37424055300653,05438500,"KISHWAUKEE RIVER AT BELVIDERE, IL",Non-ref,CntlPlains,1404.788000,07,42.256132,-88.863156,IL,,yes,70.000000,60.000000,20.000000
595656.374242193065584,2125911.418497964739799,05439000,"SOUTH BRANCH KISHWAUKEE RIVER AT DEKALB, IL",Non-ref,CntlPlains,201.339000,07,41.931140,-88.759532,IL,,yes,38.000000,30.000000,20.000000
582570.431643835268915,2145051.654306787066162,05439500,SOUTH BRANCH KISHWAUKEE RIVER NR FAIRDALE IL,Non-ref,CntlPlains,1002.794000,07,42.110581,-88.900653,IL,,yes,70.000000,60.000000,20.000000
573847.702267307322472,2153811.189695886336267,05440000,"KISHWAUKEE RIVER NEAR PERRYVILLE, IL",Non-ref,CntlPlains,2847.030000,07,42.194467,-88.998713,IL,,yes,70.000000,60.000000,20.000000
570273.369688164908439,2142829.862111776135862,05440500,"KILLBUCK CREEK NEAR MONROE CENTER, IL",Non-ref,CntlPlains,301.284900,07,42.098889,-89.051944,IL,,,32.000000,22.000000,0.000000
553366.770651853061281,2144322.688830443657935,05440700,"ROCK RIVER AT BYRON, IL",Non-ref,CntlPlains,19962.220000,07,42.123081,-89.255940,IL,,yes,9.000000,9.000000,9.000000
515404.181536241259892,2103568.469045274890959,05443500,"ROCK RIVER AT COMO, IL",Non-ref,CntlPlains,21937.900000,07,41.782808,-89.749832,IL,,yes,85.000000,50.000000,19.000000
518928.54931893578032,2117256.75758392456919,05444000,"ELKHORN CREEK NEAR PENROSE, IL",Ref,CntlPlains,376.351200,07,41.902807,-89.696223,IL,yes,yes,70.000000,60.000000,20.000000
481334.463331303733867,2076391.664428270421922,05446500,"ROCK RIVER NEAR JOSLIN, IL",Non-ref,CntlPlains,23951.130000,07,41.559756,-90.182066,IL,,yes,70.000000,60.000000,20.000000
483841.55365350987995,2068603.11794004868716,05447500,"GREEN RIVER NEAR GENESEO, IL",Non-ref,CntlPlains,2575.741000,07,41.488923,-90.157619,IL,,yes,73.000000,60.000000,20.000000
451188.345962419756688,2061429.312955412082374,05448000,"MILL CREEK AT MILAN, IL",Non-ref,CntlPlains,162.684000,07,41.442256,-90.555969,IL,,yes,64.000000,56.000000,19.000000
192299.941191728576086,2226153.360825808718801,05449000,"East Branch Iowa River near Klemme, IA",Non-ref,CntlPlains,348.081300,07,43.009408,-93.627990,IA,,,46.000000,45.000000,6.000000
193495.081463681330206,2198301.899391180835664,05449500,"Iowa River near Rowan, IA",Non-ref,CntlPlains,1083.900000,07,42.759944,-93.621849,IA,,yes,68.000000,59.000000,20.000000
196744.680260535184061,2174196.851958028040826,05451080,"South Fork Iowa River near Blairsburg, IA",Non-ref,CntlPlains,26.768940,07,42.543610,-93.589440,IA,,yes,2.000000,2.000000,2.000000
233168.83346917910967,2149634.148837579414248,05451210,"South Fork Iowa River NE of New Providence, IA",Ref,CntlPlains,580.529400,07,42.314984,-93.152425,IA,,yes,13.000000,13.000000,13.000000
254107.51384606139618,2122409.581433556042612,05451500,"Iowa River at Marshalltown, IA",Non-ref,CntlPlains,3973.971000,07,42.065821,-92.907700,IA,,yes,91.000000,60.000000,20.000000
258859.280014508287422,2116192.663257714360952,05451700,"Timber Creek near Marshalltown, IA",Non-ref,CntlPlains,308.514600,07,42.008878,-92.852421,IA,,yes,59.000000,59.000000,20.000000
290392.301787041185889,2105049.952093416824937,05451900,"Richland Creek near Haven, IA",Non-ref,CntlPlains,146.233800,07,41.899439,-92.474355,IA,,yes,60.000000,60.000000,20.000000
303375.172809151350521,2112788.730690401978791,05452000,"Salt Creek near Elberon, IA",Non-ref,CntlPlains,516.686400,07,41.964162,-92.313242,IA,,yes,64.000000,60.000000,20.000000
297915.906699433340691,2098117.886244184337556,05452200,"Walnut Creek near Hartwick, IA",Non-ref,CntlPlains,182.664900,07,41.834997,-92.386297,IA,,yes,60.000000,60.000000,20.000000
315123.46338493458461,2089211.652766141109169,05453000,"Big Bear Creek at Ladora, IA",Non-ref,CntlPlains,483.627600,07,41.749447,-92.182127,IA,,yes,63.000000,59.000000,19.000000
324509.591824009956326,2096680.886998610571027,05453100,"Iowa River at Marengo, IA",Non-ref,CntlPlains,7237.921000,07,41.812726,-92.064792,IA,,yes,53.000000,53.000000,20.000000
369078.214008417387959,2087740.47611599508673,05453520,"Iowa River below Coralville Dam nr Coralville, IA",Non-ref,CntlPlains,8080.012000,07,41.715293,-91.530170,IA,,yes,17.000000,17.000000,17.000000
372666.12052946863696,2086198.824273036792874,05454000,"Rapid Creek near Iowa City, IA",Ref,CntlPlains,65.381400,07,41.700017,-91.487668,IA,yes,yes,72.000000,60.000000,20.000000
366467.576317283033859,2085904.890246909111738,05454090,"Muddy Creek at Coralville, IA",Non-ref,CntlPlains,22.444200,07,41.700000,-91.562778,IA,,yes,2.000000,2.000000,2.000000
351734.572985046659596,2087285.315791413187981,05454220,"Clear Creek near Oxford, IA",Non-ref,CntlPlains,157.071600,07,41.718346,-91.740174,IA,,yes,15.000000,15.000000,15.000000
363617.029314290557522,2083160.08171084150672,05454300,"Clear Creek near Coralville, IA",Non-ref,CntlPlains,254.306700,07,41.676682,-91.598781,IA,,yes,57.000000,57.000000,20.000000
368492.102859870821703,2081147.141175513155758,05454500,"Iowa River at Iowa City, IA",Non-ref,CntlPlains,8478.728000,07,41.656683,-91.541002,IA,,yes,106.000000,60.000000,20.000000
370724.909725910576526,2082061.436476399190724,05455000,"Ralston Creek at Iowa City, IA",Non-ref,CntlPlains,8.079300,07,41.663906,-91.513501,IA,,,63.000000,38.000000,0.000000
371272.7036201414885,2080686.998510583303869,05455010,"South Branch Ralston Creek at Iowa City, IA",Non-ref,CntlPlains,7.638300,07,41.651406,-91.507668,IA,,,32.000000,32.000000,6.000000
362580.930501673778053,2075239.297947502695024,05455100,"Old Mans Creek near Iowa City, IA",Non-ref,CntlPlains,521.751500,07,41.606405,-91.615724,IA,,yes,39.000000,39.000000,20.000000
355097.90714602166554,2059586.26010481081903,05455500,"English River at Kalona, IA",Non-ref,CntlPlains,1486.906000,07,41.469739,-91.714613,IA,,yes,70.000000,60.000000,20.000000
374879.641352093836758,2055356.034984903410077,05455700,"Iowa River near Lone Tree, IA",Non-ref,CntlPlains,11127.560000,07,41.423799,-91.478661,IA,,yes,53.000000,53.000000,20.000000
243068.127387282875134,2297622.969528605230153,05457000,"CEDAR RIVER NEAR AUSTIN, MN",Non-ref,CntlPlains,1035.219000,07,43.636352,-92.974081,MN,,yes,68.000000,58.000000,18.000000
269466.992579049256165,2234397.888737384229898,05457700,"CEDAR RIVER AT CHARLES CITY, IA",Non-ref,CntlPlains,2783.164000,07,43.062472,-92.673245,IA,,yes,41.000000,41.000000,16.000000
283326.666725308983587,2231632.713890321552753,05458000,"Little Cedar River near Ionia, IA",Ref,CntlPlains,776.764800,07,43.033280,-92.503544,IA,yes,yes,55.000000,55.000000,20.000000
287264.643765611399431,2198676.929821492172778,05458300,"Cedar River at Waverly, IA",Non-ref,CntlPlains,4043.657000,07,42.737220,-92.470090,IA,,yes,9.000000,9.000000,9.000000
288033.048021210997831,2188762.5232367021963,05458500,"Cedar River at Janesville, IA",Non-ref,CntlPlains,4334.134000,07,42.648316,-92.465186,IA,,yes,89.000000,60.000000,20.000000
